StateProvince,Category,Manufacturer,Segment,SubCategory,OrderDate,OrderID,ProductName,Profit,ProfitCY,Sales,SalesCY
Texas,Technology,Logitech,Home Office,Accessories,6/9/2019,US-2019-133753,Logitech M510 Wireless Mouse,$0.01K,,$0.1K,
Texas,Technology,Square,Home Office,Phones,6/9/2019,US-2019-133753,Square Credit Card Reader,$0.00K,,$0.0K,
California,Technology,Other,Consumer,Phones,6/9/2019,US-2019-115812,Konftel 250 Conference_phone_- Charcoal black,$0.07K,,$0.9K,
California,Technology,Mitel,Consumer,Phones,6/9/2019,US-2019-115812,Mitel 5320 IP Phone VoIP phone,$0.09K,,$0.9K,
Michigan,Office Supplies,Other,Corporate,Labels,6/10/2019,US-2019-144281,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",$0.24K,,$0.5K,
California,Office Supplies,Staples in misc. colors,Corporate,Art,6/13/2019,US-2019-114643,Staples in misc. colors,$0.00K,,$0.0K,
Michigan,Furniture,Hon,Home Office,Bookcases,6/14/2019,US-2019-140487,"Hon Metal Bookcases, Gray",$0.06K,,$0.2K,
Texas,Furniture,Global,Corporate,Chairs,6/15/2019,US-2019-141215,Global Commerce Series High-Back Swivel/Tilt Chairs,-$0.06K,,$0.8K,
Texas,Furniture,Lesro,Corporate,Tables,6/15/2019,US-2019-141215,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",-$0.02K,,$0.1K,
Texas,Office Supplies,Avery,Corporate,Binders,6/15/2019,US-2019-141215,Avery Premier Heavy-Duty Binder with Round Locking Rings,-$0.01K,,$0.0K,
Texas,Office Supplies,Xerox,Consumer,Paper,6/15/2019,US-2019-126963,Xerox 1902,$0.01K,,$0.0K,
Indiana,Furniture,Global,Consumer,Chairs,6/16/2019,US-2019-136644,"Global Geo Office Task Chair, Gray",$0.03K,,$0.6K,
New York,Office Supplies,Boston,Consumer,Art,6/16/2019,US-2019-113929,Boston 16750 Black Compact Battery Pencil Sharpener,$0.01K,,$0.0K,
New York,Office Supplies,Ibico,Consumer,Binders,6/16/2019,US-2019-113929,Ibico Standard Transparent Covers,$0.01K,,$0.0K,
New York,Office Supplies,Staple envelope,Consumer,Envelopes,6/16/2019,US-2019-113929,Staple envelope,$0.02K,,$0.0K,
Washington,Furniture,Eldon,Consumer,Furnishings,6/17/2019,US-2019-144414,Eldon Wave Desk Accessories,$0.00K,,$0.0K,
Washington,Office Supplies,GBC,Consumer,Binders,6/17/2019,US-2019-144414,GBC DocuBind P400 Electric Binding System,$1.06K,,$3.3K,
Washington,Office Supplies,Other,Consumer,Fasteners,6/17/2019,US-2019-144414,OIC Binder Clips,$0.01K,,$0.0K,
Illinois,Office Supplies,Xerox,Consumer,Paper,6/17/2019,US-2019-156342,Xerox 1892,$0.02K,,$0.1K,
Delaware,Technology,Texas Instruments,Consumer,Machines,6/17/2019,US-2019-104402,Texas Instruments TI-34 Scientific Calculator,$0.03K,,$0.1K,
California,Technology,Plantronics,Consumer,Phones,6/18/2019,US-2019-123855,Plantronics Cordless_Phone Headset_with In-line Volume - M214C,$0.01K,,$0.1K,
Texas,Furniture,Hon,Consumer,Bookcases,6/20/2019,US-2019-166863,"Hon Metal Bookcases, Black",-$0.02K,,$0.2K,
Oklahoma,Office Supplies,Honeywell,Consumer,Appliances,6/20/2019,US-2019-112949,Honeywell Quietcare HEPA Air Cleaner,$0.16K,,$0.5K,
Oklahoma,Office Supplies,Other,Consumer,Art,6/20/2019,US-2019-112949,Nontoxic Chalk,$0.00K,,$0.0K,
Texas,Office Supplies,Storex,Consumer,Binders,6/20/2019,US-2019-166863,Storex DuraTech Recycled Plastic Frosted Binders,-$0.01K,,$0.0K,
Texas,Office Supplies,Array,Consumer,Paper,6/20/2019,US-2019-166863,"Array Parchment Paper, Assorted Colors",$0.00K,,$0.0K,
Texas,Office Supplies,Xerox,Consumer,Paper,6/20/2019,US-2019-166863,Xerox 2,$0.01K,,$0.0K,
Texas,Office Supplies,SAFCO,Consumer,Storage,6/20/2019,US-2019-166863,Safco Industrial Wire Shelving System,-$0.13K,,$0.5K,
Texas,Technology,Okidata,Consumer,Machines,6/20/2019,US-2019-166863,Okidata C331dn Printer,-$0.10K,,$0.4K,
Texas,Technology,HTC,Consumer,Phones,6/20/2019,US-2019-166863,HTC One Mini,$0.02K,,$0.2K,
Pennsylvania,Furniture,Other,Consumer,Furnishings,6/21/2019,US-2019-138317,Stacking Trays by OIC,$0.00K,,$0.0K,
Virginia,Furniture,Luxo,Consumer,Furnishings,6/21/2019,US-2019-117135,Luxo Professional Magnifying Clamp-On Fluorescent Lamps,$0.01K,,$0.1K,
New York,Office Supplies,Holmes,Consumer,Appliances,6/21/2019,US-2019-130624,"Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day, Extended Life Filter",$0.03K,,$0.1K,
Pennsylvania,Office Supplies,Fellowes,Consumer,Appliances,6/21/2019,US-2019-138317,Fellowes Advanced 8 Outlet Surge Suppressor with Phone/Fax Protection,$0.00K,,$0.0K,
New Jersey,Office Supplies,Other,Consumer,Art,6/21/2019,US-2019-128146,"OIC #2 Pencils, Medium Soft",$0.00K,,$0.0K,
Connecticut,Office Supplies,Newell,Consumer,Art,6/21/2019,US-2019-141278,Newell 341,$0.01K,,$0.0K,
Pennsylvania,Office Supplies,GBC,Consumer,Binders,6/21/2019,US-2019-138317,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",-$0.01K,,$0.0K,
Colorado,Office Supplies,Wilson Jones,Consumer,Binders,6/21/2019,US-2019-160780,"Wilson Jones 1"" Hanging DublLock Ring Binders",-$0.01K,,$0.0K,
Colorado,Office Supplies,Avery,Consumer,Binders,6/21/2019,US-2019-160780,"Avery Trapezoid Extra Heavy Duty 4"" Binders",-$0.02K,,$0.0K,
Pennsylvania,Office Supplies,Staple envelope,Consumer,Envelopes,6/21/2019,US-2019-138317,Staple envelope,$0.01K,,$0.0K,
New York,Office Supplies,Message Book,Consumer,Paper,6/21/2019,US-2019-130624,"Message Book, Phone, Wirebound Standard Line Memo, 2 3/4"" X 5""",$0.01K,,$0.0K,
Virginia,Office Supplies,Other,Consumer,Storage,6/21/2019,US-2019-117135,Recycled Eldon Regeneration Jumbo File,$0.01K,,$0.0K,
Pennsylvania,Technology,Logitech,Consumer,Accessories,6/21/2019,US-2019-138317,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,$0.03K,,$0.1K,
Pennsylvania,Technology,Epson,Consumer,Machines,6/21/2019,US-2019-138317,Epson Perfection V600 Photo Scanner,-$0.17K,,$0.2K,
New York,Technology,Polycom,Consumer,Phones,6/21/2019,US-2019-141796,Polycom SoundStation2 EX Conference_phone,$0.35K,,$1.2K,
Virginia,Technology,Other,Consumer,Phones,6/21/2019,US-2019-117135,Konftel 250 Conference_phone_- Charcoal black,$0.07K,,$0.3K,
New York,Technology,GE,Consumer,Phones,6/21/2019,US-2019-130624,GE 2-Jack Phone Line Splitter,$0.16K,,$0.6K,
New Jersey,Technology,Other,Consumer,Phones,6/21/2019,US-2019-128146,Wireless Extenders zBoost YX545 SOHO Signal Booster,$0.36K,,$1.3K,
Pennsylvania,Furniture,Hon,Consumer,Chairs,6/22/2019,US-2019-154963,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",$0.00K,,$0.9K,
Pennsylvania,Furniture,Other,Consumer,Chairs,6/22/2019,US-2019-154963,"Padded Folding Chairs, Black, 4/Carton",$0.00K,,$0.2K,
Arizona,Office Supplies,Other,Consumer,Binders,6/22/2019,US-2019-133389,SpineVue Locking Slant-D Ring Binders by Cardinal,-$0.01K,,$0.0K,
Minnesota,Office Supplies,Office Impressions,Consumer,Storage,6/22/2019,US-2019-124646,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,$0.00K,,$0.5K,
Minnesota,Office Supplies,Fellowes,Consumer,Storage,6/22/2019,US-2019-124646,Fellowes Bankers Box Recycled Super Stor/Drawer,$0.01K,,$0.2K,
Colorado,Technology,KeyTronic,Consumer,Accessories,6/22/2019,US-2019-142048,KeyTronic_6101 Series -_Keyboard_- Black,$0.06K,,$0.2K,
Pennsylvania,Technology,Panasonic,Consumer,Phones,6/22/2019,US-2019-154963,Panasonic Kx-TS550,-$0.02K,,$0.1K,
North Carolina,Office Supplies,Prang,Consumer,Art,6/23/2019,US-2019-130358,Prang Drawing Pencil Set,$0.00K,,$0.0K,
North Carolina,Office Supplies,Acme,Consumer,Supplies,6/23/2019,US-2019-130358,Acme Kleen Earth Office Shears,$0.00K,,$0.0K,
Pennsylvania,Technology,Sony,Consumer,Accessories,6/23/2019,US-2019-126032,Sony 64GB Class 10 Micro SDHC R40 Memory Card,$0.00K,,$0.1K,
Arizona,Furniture,Other,Consumer,Furnishings,6/24/2019,US-2019-159814,Acrylic Self-Standing Desk Frames,$0.00K,,$0.0K,
California,Furniture,Hon,Corporate,Tables,6/25/2019,US-2019-159338,Hon 4060 Series Tables,$0.01K,,$0.4K,
Oregon,Office Supplies,Hunt,Corporate,Art,6/25/2019,US-2019-164469,"Hunt BOSTON Vista Battery-Operated Pencil Sharpener, Black",$0.00K,,$0.0K,
Oregon,Office Supplies,Avery,Corporate,Art,6/25/2019,US-2019-164469,"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",$0.02K,,$0.1K,
Oregon,Technology,Plantronics,Corporate,Phones,6/25/2019,US-2019-164469,Plantronics 81402,$0.02K,,$0.3K,
Mississippi,Furniture,KI,Consumer,Tables,6/27/2019,US-2019-104283,KI Adjustable-Height Table,$0.02K,,$0.1K,
Mississippi,Office Supplies,SAFCO,Consumer,Storage,6/27/2019,US-2019-104283,"SAFCO Commercial Wire Shelving, 72h",$0.00K,,$0.3K,
Mississippi,Technology,Sony,Consumer,Accessories,6/27/2019,US-2019-104283,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,$0.05K,,$0.2K,
Pennsylvania,Furniture,Global,Consumer,Chairs,6/28/2019,US-2019-140858,Global Leather Executive Chair,$0.00K,,$1.2K,
Pennsylvania,Office Supplies,Other,Consumer,Binders,6/28/2019,US-2019-140858,Self-Adhesive Ring Binder Labels,$0.00K,,$0.0K,
Pennsylvania,Office Supplies,GBC,Consumer,Binders,6/28/2019,US-2019-140858,GBC Recycled Grain Textured Covers,-$0.02K,,$0.0K,
Michigan,Office Supplies,Other,Corporate,Fasteners,6/28/2019,US-2019-156993,Staples,$0.00K,,$0.0K,
Pennsylvania,Office Supplies,Xerox,Consumer,Paper,6/28/2019,US-2019-140858,Xerox 1995,$0.01K,,$0.0K,
Pennsylvania,Office Supplies,Xerox,Consumer,Paper,6/28/2019,US-2019-140858,Xerox 1941,$0.12K,,$0.3K,
Ohio,Office Supplies,Dixon,Consumer,Art,6/29/2019,US-2019-165974,"Dixon My First Ticonderoga Pencil, #2",$0.00K,,$0.0K,
New York,Office Supplies,Wilson Jones,Consumer,Binders,6/29/2019,US-2019-111773,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",$0.00K,,$0.0K,
New York,Office Supplies,Sanford,Consumer,Art,6/30/2019,US-2019-121566,"Sanford Uni-Blazer View Highlighters, Chisel Tip, Yellow",$0.00K,,$0.0K,
California,Office Supplies,BIC,Corporate,Art,6/30/2019,US-2019-109218,"BIC Brite Liner Highlighters, Chisel Tip",$0.01K,,$0.0K,
Illinois,Office Supplies,BIC,Consumer,Art,6/30/2019,US-2019-123064,BIC Brite Liner Grip Highlighters,$0.00K,,$0.0K,
New York,Office Supplies,GBC,Consumer,Binders,6/30/2019,US-2019-146640,GBC Recycled Regency Composition Covers,$0.11K,,$0.3K,
New York,Office Supplies,Cardinal,Consumer,Binders,6/30/2019,US-2019-121566,Cardinal Poly Pocket Divider Pockets for Ring Binders,$0.00K,,$0.0K,
Texas,Office Supplies,Other,Corporate,Fasteners,6/30/2019,US-2019-116757,Staples,$0.01K,,$0.0K,
North Carolina,Office Supplies,Xerox,Consumer,Paper,6/30/2019,US-2019-152254,Xerox 1913,$0.11K,,$0.3K,
Texas,Office Supplies,Xerox,Corporate,Paper,6/30/2019,US-2019-116757,Xerox 225,$0.01K,,$0.0K,
Florida,Office Supplies,Avery,Corporate,Binders,7/1/2019,US-2019-160773,Avery Durable Binders,$0.00K,,$0.0K,
Washington,Office Supplies,Cardinal,Corporate,Binders,7/1/2019,US-2019-153150,Cardinal Holdit Business Card Pockets,$0.01K,,$0.0K,
Florida,Technology,Other,Corporate,Phones,7/1/2019,US-2019-160773,Wilson SignalBoost 841262 DB PRO Amplifier Kit,$0.07K,,$0.6K,
New Jersey,Office Supplies,Dixon,Consumer,Art,7/2/2019,US-2019-107594,DIXON Ticonderoga Erasable Checking Pencils,$0.00K,,$0.0K,
New Jersey,Technology,Logitech,Consumer,Phones,7/2/2019,US-2019-107594,"Logitech B530 USB_Headset_-_headset_- Full size, Binaural",$0.02K,,$0.1K,
Colorado,Office Supplies,Fellowes,Corporate,Appliances,7/4/2019,US-2019-120096,Fellowes Mighty 8 Compact Surge Protector,$0.00K,,$0.0K,
Virginia,Office Supplies,Other,Consumer,Binders,7/4/2019,US-2019-138709,Zipper Ring Binder Pockets,$0.01K,,$0.0K,
Colorado,Office Supplies,Xerox,Corporate,Paper,7/4/2019,US-2019-120096,Xerox 194,$0.06K,,$0.2K,
Virginia,Office Supplies,Southworth,Consumer,Paper,7/4/2019,US-2019-138709,Southworth Structures Collection,$0.01K,,$0.0K,
Florida,Furniture,Advantus,Corporate,Furnishings,7/5/2019,US-2019-103317,Advantus Panel Wall Certificate Holder - 8.5x11,$0.01K,,$0.0K,
Florida,Furniture,Luxo,Corporate,Furnishings,7/5/2019,US-2019-103317,Luxo Adjustable Task Clamp Lamp,$0.02K,,$0.2K,
Tennessee,Office Supplies,Newell,Corporate,Art,7/5/2019,US-2019-152849,Newell 322,$0.00K,,$0.0K,
California,Office Supplies,Other,Home Office,Binders,7/5/2019,US-2019-107139,Vinyl Sectional Post Binders,$0.07K,,$0.2K,
Florida,Office Supplies,Wilson Jones,Corporate,Binders,7/5/2019,US-2019-103317,Wilson Jones Four-Pocket Poly Binders,-$0.01K,,$0.0K,
Mississippi,Office Supplies,Avery,Consumer,Labels,7/5/2019,US-2019-157784,Avery 516,$0.01K,,$0.0K,
Mississippi,Office Supplies,Xerox,Consumer,Paper,7/5/2019,US-2019-157784,Xerox 1995,$0.01K,,$0.0K,
Texas,Office Supplies,Fellowes,Consumer,Storage,7/5/2019,US-2019-160444,Fellowes Bankers Box Stor/Drawer Steel Plus,-$0.04K,,$0.3K,
Texas,Office Supplies,Gould Plastics,Consumer,Storage,7/5/2019,US-2019-160444,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",-$0.04K,,$0.2K,
Mississippi,Technology,NETGEAR,Consumer,Accessories,7/5/2019,US-2019-157784,NETGEAR AC1750 Dual Band Gigabit_Smart WiFi Router,$0.16K,,$0.5K,
California,Furniture,Global,Home Office,Chairs,7/6/2019,US-2019-147543,Global Comet Stacking Armless Chair,$0.05K,,$0.5K,
New York,Technology,Canon,Consumer,Copiers,7/6/2019,US-2019-134278,Canon Imageclass D680 Copier / Fax,$0.17K,,$0.6K,
Pennsylvania,Furniture,Global,Consumer,Chairs,7/7/2019,US-2019-138758,"Global High-Back Leather Tilter, Burgundy",-$0.05K,,$0.2K,
Pennsylvania,Furniture,Howard Miller,Consumer,Furnishings,7/7/2019,US-2019-138758,"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",$0.01K,,$0.1K,
New York,Furniture,Other,Consumer,Chairs,7/8/2019,US-2019-150301,"Situations Contoured Folding Chairs, 4/Set",$0.01K,,$0.1K,
California,Furniture,Hon,Corporate,Tables,7/8/2019,US-2019-100090,Hon 2111 Invitation Series Corner Table,-$0.09K,,$0.5K,
California,Office Supplies,Wilson Jones,Corporate,Binders,7/8/2019,US-2019-100090,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",$0.07K,,$0.2K,
California,Furniture,Bush,Home Office,Bookcases,7/9/2019,US-2019-113271,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",$0.01K,,$0.1K,
California,Office Supplies,Prang,Home Office,Art,7/9/2019,US-2019-113271,Prang Drawing Pencil Set,$0.00K,,$0.0K,
California,Office Supplies,Avery,Home Office,Binders,7/9/2019,US-2019-113271,Avery Hidden Tab Dividers for Binding Systems,$0.00K,,$0.0K,
California,Office Supplies,Wilson Jones,Home Office,Binders,7/9/2019,US-2019-114125,Wilson Jones Leather-Like Binders with DublLock Round Rings,$0.01K,,$0.0K,
California,Office Supplies,Avery,Home Office,Labels,7/9/2019,US-2019-114125,Avery 49,$0.00K,,$0.0K,
Texas,Office Supplies,Xerox,Corporate,Paper,7/9/2019,US-2019-165379,Xerox 1895,$0.00K,,$0.0K,
California,Office Supplies,Xerox,Home Office,Paper,7/9/2019,US-2019-113271,Xerox 1967,$0.02K,,$0.0K,
Texas,Office Supplies,Eureka,Corporate,Paper,7/9/2019,US-2019-165379,"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream",$0.00K,,$0.0K,
California,Office Supplies,Other,Home Office,Storage,7/9/2019,US-2019-114125,"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",$0.00K,,$0.0K,
New Jersey,Furniture,Global,Corporate,Chairs,7/11/2019,US-2019-163552,Global Commerce Series High-Back Swivel/Tilt Chairs,$0.21K,,$0.9K,
New Jersey,Furniture,Other,Corporate,Furnishings,7/11/2019,US-2019-163552,9-3/4 Diameter Round Wall Clock,$0.05K,,$0.1K,
New York,Office Supplies,Newell,Consumer,Binders,7/11/2019,US-2019-133305,Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders,$0.01K,,$0.0K,
New Jersey,Office Supplies,Avery,Corporate,Labels,7/11/2019,US-2019-163552,Avery 514,$0.01K,,$0.0K,
New Jersey,Office Supplies,Easy-staple paper,Corporate,Paper,7/11/2019,US-2019-163552,Easy-staple paper,$0.08K,,$0.2K,
Texas,Office Supplies,Xerox,Consumer,Paper,7/11/2019,US-2019-123225,Xerox 200,$0.00K,,$0.0K,
New York,Office Supplies,Xerox,Consumer,Paper,7/11/2019,US-2019-133305,Xerox 1881,$0.02K,,$0.0K,
Texas,Technology,Polycom,Consumer,Phones,7/11/2019,US-2019-123225,Polycom VVX 310 VoIP phone,$0.04K,,$0.6K,
New Jersey,Technology,Cisco,Corporate,Phones,7/11/2019,US-2019-163552,Cisco SPA508G,$0.06K,,$0.2K,
New York,Technology,Cisco,Consumer,Phones,7/11/2019,US-2019-166555,Cisco SPA112 2 Port Phone Adapter,$0.05K,,$0.2K,
Washington,Furniture,SAFCO,Consumer,Chairs,7/12/2019,US-2019-131310,"Safco Chair Connectors, 6/Carton",$0.01K,,$0.1K,
Texas,Furniture,Hon,Home Office,Chairs,7/12/2019,US-2019-161508,Hon Deluxe Fabric Upholstered Stacking Chairs,-$0.01K,,$0.5K,
California,Furniture,Hon,Corporate,Tables,7/12/2019,US-2019-129924,Hon 5100 Series Wood Tables,-$0.02K,,$0.7K,
Texas,Office Supplies,Other,Home Office,Art,7/12/2019,US-2019-161508,Fluorescent Highlighters by Dixon,$0.00K,,$0.0K,
Washington,Office Supplies,Other,Consumer,Binders,7/12/2019,US-2019-131310,Self-Adhesive Ring Binder Labels,$0.00K,,$0.0K,
California,Office Supplies,Other,Corporate,Binders,7/12/2019,US-2019-129924,Tuff Stuff Recycled Round Ring Binders,$0.00K,,$0.0K,
Texas,Office Supplies,Stockwell,Home Office,Fasteners,7/12/2019,US-2019-161508,Stockwell Push Pins,$0.00K,,$0.0K,
Illinois,Office Supplies,Xerox,Consumer,Paper,7/12/2019,US-2019-124807,Xerox 1949,$0.01K,,$0.0K,
Texas,Office Supplies,Xerox,Home Office,Paper,7/12/2019,US-2019-161508,Xerox 195,$0.01K,,$0.0K,
California,Office Supplies,Fellowes,Home Office,Storage,7/12/2019,US-2019-110184,Fellowes Super Stor/Drawer,$0.04K,,$0.2K,
Illinois,Technology,Verbatim,Consumer,Accessories,7/12/2019,US-2019-124807,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 1/Pack",$0.00K,,$0.0K,
California,Technology,GE,Home Office,Phones,7/12/2019,US-2019-110184,GE DSL Phone Line Filter,$0.03K,,$0.3K,
California,Furniture,Bevis,Corporate,Tables,7/13/2019,US-2019-165862,Bevis Round Conference Table Top & Single Column Base,$0.00K,,$0.4K,
Pennsylvania,Furniture,Tensor,Consumer,Furnishings,7/14/2019,US-2019-164182,Tensor Track Tree Floor Lamp,$0.00K,,$0.0K,
Delaware,Office Supplies,Belkin,Home Office,Appliances,7/14/2019,US-2019-124464,Belkin 7 Outlet SurgeMaster II,$0.01K,,$0.0K,
Pennsylvania,Office Supplies,Boston,Consumer,Art,7/14/2019,US-2019-164182,"BOSTON Ranger #55 Pencil Sharpener, Black",$0.00K,,$0.0K,
New York,Office Supplies,Newell,Corporate,Art,7/14/2019,US-2019-109904,Newell 315,$0.00K,,$0.0K,
Illinois,Office Supplies,Acco,Home Office,Binders,7/14/2019,US-2019-103905,Acco D-Ring Binder w/DublLock,-$0.05K,,$0.0K,
Arizona,Office Supplies,Eldon,Consumer,Storage,7/14/2019,US-2019-150532,Eldon Fold 'N Roll Cart System,$0.01K,,$0.1K,
Illinois,Technology,Other,Home Office,Phones,7/14/2019,US-2019-103905,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,$0.00K,,$0.0K,
Pennsylvania,Technology,Griffin,Consumer,Phones,7/14/2019,US-2019-164182,Griffin GC36547 PowerJolt SE Lightning Charger,$0.00K,,$0.0K,
Pennsylvania,Technology,iOttie,Consumer,Phones,7/14/2019,US-2019-164182,iOttie HLCRIO102 Car Mount,-$0.01K,,$0.0K,
South Dakota,Office Supplies,Advantus,Corporate,Fasteners,7/15/2019,US-2019-115980,Advantus Push Pins,$0.00K,,$0.0K,
South Dakota,Technology,Maxell,Corporate,Accessories,7/15/2019,US-2019-115980,Maxell 4.7GB DVD-R 5/Pack,$0.00K,,$0.0K,
Arizona,Furniture,Office Star,Home Office,Chairs,7/18/2019,US-2019-123295,Office Star - Ergonomically Designed Knee Chair,-$0.03K,,$0.3K,
New York,Office Supplies,Cardinal,Consumer,Binders,7/18/2019,US-2019-138198,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",$0.00K,,$0.0K,
Connecticut,Furniture,Barricks,Corporate,Tables,7/19/2019,US-2019-150434,"Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf",$0.00K,,$0.1K,
Montana,Office Supplies,Acco,Home Office,Binders,7/19/2019,US-2019-168158,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue",$0.00K,,$0.0K,
Connecticut,Office Supplies,Acco,Corporate,Binders,7/19/2019,US-2019-150434,Acco Hanging Data Binders,$0.00K,,$0.0K,
Connecticut,Office Supplies,Avery,Corporate,Binders,7/19/2019,US-2019-150434,"Avery 3 1/2"" Diskette Storage Pages, 10/Pack",$0.01K,,$0.0K,
Connecticut,Technology,Polycom,Corporate,Phones,7/19/2019,US-2019-150434,Polycom VVX 310 VoIP phone,$0.09K,,$0.4K,
Texas,Furniture,Hon,Home Office,Chairs,7/20/2019,US-2019-143903,HON 5400 Series Task Chairs for Big and Tall,-$0.14K,,$1.0K,
California,Furniture,Nu-Dell,Consumer,Furnishings,7/20/2019,US-2019-141726,Nu-Dell Leatherette Frames,$0.02K,,$0.0K,
Texas,Furniture,Westinghouse,Home Office,Furnishings,7/20/2019,US-2019-143903,Westinghouse Clip-On Gooseneck Lamps,-$0.01K,,$0.0K,
California,Office Supplies,Newell,Corporate,Art,7/20/2019,US-2019-127866,Newell 348,$0.00K,,$0.0K,
Ohio,Office Supplies,Ibico,Consumer,Binders,7/20/2019,US-2019-142965,Ibico Plastic Spiral Binding Combs,-$0.02K,,$0.0K,
California,Office Supplies,Wilson Jones,Consumer,Binders,7/20/2019,US-2019-141726,Wilson Jones Custom Binder Spines & Labels,$0.00K,,$0.0K,
California,Office Supplies,Other,Consumer,Binders,7/20/2019,US-2019-157546,Clear Mylar Reinforcing Strips,$0.03K,,$0.1K,
California,Office Supplies,Xerox,Consumer,Paper,7/20/2019,US-2019-141726,Xerox 189,$0.05K,,$0.1K,
California,Office Supplies,Xerox,Consumer,Paper,7/20/2019,US-2019-141726,Xerox 1897,$0.01K,,$0.0K,
California,Office Supplies,Xerox,Corporate,Paper,7/20/2019,US-2019-127866,Xerox 1965,$0.01K,,$0.0K,
California,Office Supplies,Wirebound,Consumer,Paper,7/20/2019,US-2019-157546,"Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page",$0.01K,,$0.0K,
California,Office Supplies,Other,Corporate,Storage,7/20/2019,US-2019-127866,"Hot File 7-Pocket, Floor Stand",$0.16K,,$0.5K,
Ohio,Office Supplies,Fellowes,Consumer,Storage,7/20/2019,US-2019-142965,Fellowes Neat Ideas Storage Cubes,-$0.01K,,$0.0K,
